,Region Code (Administrative),Region Name (administrative),UTLA Code,UTLA Name,LTLA Code,LTLA Name,Under 45,45-49,50-54,55-59,60-64,65-69,70-74,75-79,80+
,E12000002,North West,E10000017,Lancashire,E07000119,Fylde," 7,931 "," 3,379 "," 5,503 "," 6,131 "," 5,907 "," 5,253 "," 5,829 "," 4,571 "," 6,234 "
,E12000002,North West,E06000006,Halton,E06000006,Halton," 13,042 "," 4,928 "," 8,224 "," 8,558 "," 7,784 "," 6,948 "," 6,897 "," 4,188 "," 5,119 "
,E12000002,North West,E10000017,Lancashire,E07000120,Hyndburn," 6,643 "," 2,442 "," 4,957 "," 4,953 "," 4,406 "," 3,776 "," 4,026 "," 2,906 "," 3,498 "
,E12000002,North West,E08000011,Knowsley,E08000011,Knowsley," 16,643 "," 5,415 "," 9,428 "," 10,704 "," 9,851 "," 7,813 "," 6,657 "," 4,295 "," 6,447 "
,E12000002,North West,E10000017,Lancashire,E07000121,Lancaster," 17,702 "," 5,181 "," 8,734 "," 9,180 "," 8,450 "," 7,510 "," 7,796 "," 5,641 "," 7,701 "
,E12000002,North West,E08000012,Liverpool,E08000012,Liverpool," 56,244 "," 15,183 "," 24,890 "," 27,671 "," 25,504 "," 21,053 "," 19,109 "," 12,683 "," 17,809 "
,E12000002,North West,E08000003,Manchester,E08000003,Manchester," 60,105 "," 16,689 "," 25,357 "," 22,939 "," 19,205 "," 15,068 "," 12,995 "," 8,653 "," 11,727 "
,E12000002,North West,E08000004,Oldham,E08000004,Oldham," 24,781 "," 8,270 "," 13,621 "," 13,256 "," 11,460 "," 10,162 "," 10,217 "," 7,351 "," 9,135 "
,E12000002,North West,E10000017,Lancashire,E07000122,Pendle," 6,663 "," 2,438 "," 5,209 "," 5,394 "," 4,998 "," 4,414 "," 4,705 "," 3,155 "," 4,016 "
,E12000002,North West,E10000017,Lancashire,E07000123,Preston," 19,258 "," 6,726 "," 8,350 "," 8,319 "," 7,136 "," 5,801 "," 5,481 "," 3,893 "," 5,649 "
,E12000002,North West,E10000017,Lancashire,E07000124,Ribble Valley," 4,859 "," 2,357 "," 4,599 "," 4,765 "," 4,369 "," 3,701 "," 3,961 "," 2,968 "," 3,878 "
,E12000002,North West,E08000005,Rochdale,E08000005,Rochdale," 22,244 "," 7,549 "," 12,888 "," 12,833 "," 11,380 "," 10,197 "," 9,872 "," 6,701 "," 8,306 "
,E12000002,North West,E10000017,Lancashire,E07000125,Rossendale," 6,206 "," 2,484 "," 4,793 "," 4,798 "," 4,115 "," 3,644 "," 3,781 "," 2,517 "," 3,004 "
,E12000002,North West,E08000006,Salford,E08000006,Salford," 25,692 "," 7,277 "," 13,058 "," 13,389 "," 11,495 "," 9,011 "," 9,503 "," 6,672 "," 9,081 "
,E12000002,North West,E08000014,Sefton,E08000014,Sefton," 26,734 "," 10,347 "," 17,685 "," 19,766 "," 18,409 "," 15,958 "," 15,777 "," 11,944 "," 18,076 "
,E12000002,North West,E10000006,Cumbria,E07000031,South Lakeland," 7,327 "," 3,727 "," 7,248 "," 8,037 "," 7,607 "," 6,859 "," 7,725 "," 5,789 "," 7,863 "
,E12000002,North West,E10000017,Lancashire,E07000126,South Ribble," 12,038 "," 5,325 "," 7,674 "," 7,860 "," 6,747 "," 6,118 "," 6,584 "," 4,643 "," 6,007 "
,E12000002,North West,E08000013,St. Helens,E08000013,St. Helens," 21,877 "," 7,765 "," 12,179 "," 12,448 "," 10,897 "," 9,512 "," 10,175 "," 7,347 "," 9,221 "
,E12000002,North West,E08000007,Stockport,E08000007,Stockport," 27,401 "," 10,917 "," 18,829 "," 19,151 "," 16,681 "," 14,764 "," 15,255 "," 11,271 "," 16,362 "
,E12000002,North West,E08000008,Tameside,E08000008,Tameside," 22,639 "," 9,403 "," 14,660 "," 14,884 "," 12,604 "," 10,355 "," 11,061 "," 7,662 "," 9,205 "
,E12000002,North West,E08000009,Trafford,E08000009,Trafford," 24,048 "," 9,818 "," 14,987 "," 14,775 "," 12,365 "," 10,394 "," 10,400 "," 7,737 "," 11,499 "
,E12000002,North West,E06000007,Warrington,E06000007,Warrington," 20,710 "," 8,911 "," 14,711 "," 15,000 "," 12,121 "," 10,301 "," 10,446 "," 8,026 "," 10,266 "
,E12000002,North West,E10000017,Lancashire,E07000127,West Lancashire," 11,693 "," 5,223 "," 7,623 "," 8,241 "," 7,259 "," 6,352 "," 6,875 "," 5,146 "," 6,542 "
,E12000002,North West,E08000010,Wigan,E08000010,Wigan," 30,649 "," 11,507 "," 22,286 "," 21,272 "," 18,356 "," 16,026 "," 17,670 "," 13,143 "," 14,438 "
,E12000002,North West,E08000015,Wirral,E08000015,Wirral," 31,620 "," 12,985 "," 20,464 "," 22,056 "," 20,245 "," 18,124 "," 18,440 "," 13,003 "," 18,416 "
,E12000002,North West,E10000017,Lancashire,E07000128,Wyre," 12,118 "," 4,479 "," 7,252 "," 8,142 "," 7,865 "," 7,359 "," 8,165 "," 6,155 "," 8,359 "
,E12000008,South East,E10000032,West Sussex,E07000223,Adur," 5,615 "," 2,605 "," 4,293 "," 4,234 "," 3,729 "," 3,425 "," 3,938 "," 3,009 "," 4,367 "
,E12000008,South East,E10000032,West Sussex,E07000224,Arun," 11,807 "," 4,642 "," 10,138 "," 10,854 "," 10,237 "," 10,152 "," 12,185 "," 9,444 "," 13,412 "
,E12000008,South East,E10000016,Kent,E07000105,Ashford," 11,328 "," 4,331 "," 9,047 "," 8,546 "," 7,156 "," 6,382 "," 7,066 "," 5,305 "," 6,534 "
,E12000008,South East,E10000014,Hampshire,E07000084,Basingstoke and Deane," 16,031 "," 8,688 "," 12,684 "," 12,260 "," 9,924 "," 8,181 "," 8,715 "," 6,204 "," 7,923 "
,E12000008,South East,E06000036,Bracknell Forest,E06000036,Bracknell Forest," 11,871 "," 5,397 "," 8,175 "," 7,831 "," 6,531 "," 5,287 "," 4,804 "," 3,423 "," 4,652 "
,E12000008,South East,E06000043,Brighton and Hove,E06000043,Brighton and Hove," 27,305 "," 10,404 "," 18,632 "," 16,816 "," 12,746 "," 10,290 "," 9,830 "," 6,919 "," 10,185 "
,E12000008,South East,E06000060,Buckinghamshire,E06000060,Buckinghamshire," 44,443 "," 20,884 "," 37,032 "," 36,527 "," 30,760 "," 25,760 "," 26,191 "," 19,955 "," 28,409 "
,E12000008,South East,E10000016,Kent,E07000106,Canterbury," 13,100 "," 4,116 "," 9,137 "," 9,504 "," 8,657 "," 8,270 "," 9,153 "," 6,739 "," 9,120 "
,E12000008,South East,E10000025,Oxfordshire,E07000177,Cherwell," 13,999 "," 5,880 "," 10,617 "," 10,553 "," 8,638 "," 7,298 "," 7,416 "," 5,296 "," 7,429 "
,E12000008,South East,E10000032,West Sussex,E07000225,Chichester," 9,656 "," 4,486 "," 7,749 "," 8,718 "," 8,409 "," 7,714 "," 8,509 "," 6,807 "," 9,664 "
,E12000008,South East,E10000032,West Sussex,E07000226,Crawley," 12,584 "," 5,365 "," 6,801 "," 6,500 "," 5,609 "," 4,386 "," 4,021 "," 2,570 "," 4,055 "
,E12000008,South East,E10000016,Kent,E07000107,Dartford," 10,775 "," 4,307 "," 6,721 "," 6,385 "," 5,213 "," 4,111 "," 4,086 "," 2,889 "," 4,329 "
,E12000008,South East,E10000016,Kent,E07000108,Dover," 10,719 "," 3,767 "," 7,245 "," 8,012 "," 7,460 "," 7,050 "," 7,327 "," 5,483 "," 6,873 "
,E12000008,South East,E10000014,Hampshire,E07000085,East Hampshire," 10,423 "," 6,407 "," 8,969 "," 9,368 "," 8,397 "," 7,037 "," 7,545 "," 5,767 "," 7,933 "
,E12000008,South East,E10000011,East Sussex,E07000061,Eastbourne," 11,162 "," 4,524 "," 6,201 "," 6,545 "," 5,926 "," 5,434 "," 6,238 "," 4,705 "," 7,397 "
,E12000008,South East,E10000014,Hampshire,E07000086,Eastleigh," 13,444 "," 5,647 "," 8,842 "," 8,876 "," 7,750 "," 6,752 "," 6,904 "," 5,040 "," 7,244 "
,E12000008,South East,E10000030,Surrey,E07000207,Elmbridge," 9,623 "," 5,449 "," 9,898 "," 9,104 "," 7,284 "," 6,000 "," 6,127 "," 4,631 "," 7,367 "
,E12000008,South East,E10000030,Surrey,E07000208,Epsom and Ewell," 6,877 "," 3,507 "," 5,377 "," 5,061 "," 4,085 "," 3,475 "," 3,843 "," 2,824 "," 4,054 "
,E12000008,South East,E10000014,Hampshire,E07000087,Fareham," 11,205 "," 5,569 "," 7,909 "," 8,518 "," 7,589 "," 6,385 "," 7,214 "," 5,647 "," 8,032 "
,E12000008,South East,E10000016,Kent,E07000112,Folkestone and Hythe," 10,047 "," 4,369 "," 7,189 "," 7,670 "," 7,041 "," 6,551 "," 7,482 "," 5,387 "," 6,962 "
,E12000008,South East,E10000014,Hampshire,E07000088,Gosport," 8,261 "," 3,120 "," 5,297 "," 5,597 "," 5,082 "," 4,381 "," 4,699 "," 3,380 "," 4,627 "
,E12000008,South East,E10000016,Kent,E07000109,Gravesham," 9,721 "," 3,800 "," 6,606 "," 6,551 "," 5,416 "," 4,641 "," 4,725 "," 3,504 "," 4,998 "
,E12000008,South East,E10000030,Surrey,E07000209,Guildford," 11,495 "," 6,200 "," 9,059 "," 9,041 "," 7,455 "," 6,263 "," 6,470 "," 4,752 "," 7,134 "
,E12000008,South East,E10000014,Hampshire,E07000089,Hart," 8,317 "," 5,737 "," 7,046 "," 6,948 "," 5,570 "," 4,585 "," 5,129 "," 4,054 "," 5,468 "
,E12000008,South East,E10000011,East Sussex,E07000062,Hastings," 7,860 "," 3,145 "," 5,934 "," 6,182 "," 5,291 "," 4,824 "," 4,857 "," 3,364 "," 4,299 "
,E12000008,South East,E10000014,Hampshire,E07000090,Havant," 14,491 "," 6,117 "," 8,273 "," 8,858 "," 8,316 "," 7,228 "," 7,695 "," 5,933 "," 8,523 "
,E12000008,South East,E10000032,West Sussex,E07000227,Horsham," 12,282 "," 5,870 "," 10,256 "," 10,723 "," 9,331 "," 8,060 "," 8,700 "," 6,601 "," 9,323 "
,E12000008,South East,E06000046,Isle of Wight,E06000046,Isle of Wight," 14,765 "," 5,205 "," 9,245 "," 10,312 "," 9,941 "," 9,867 "," 10,828 "," 8,452 "," 10,291 "
,E12000008,South East,E10000011,East Sussex,E07000063,Lewes," 8,099 "," 3,782 "," 6,803 "," 7,022 "," 6,375 "," 6,121 "," 6,726 "," 5,122 "," 7,427 "
,E12000008,South East,E10000016,Kent,E07000110,Maidstone," 14,510 "," 5,930 "," 11,289 "," 10,924 "," 9,380 "," 8,180 "," 8,962 "," 6,509 "," 8,749 "
,E12000008,South East,E06000035,Medway,E06000035,Medway," 25,381 "," 9,973 "," 16,666 "," 16,931 "," 14,556 "," 12,227 "," 12,481 "," 8,680 "," 10,732 "
,E12000008,South East,E10000032,West Sussex,E07000228,Mid Sussex," 12,019 "," 5,204 "," 10,445 "," 10,008 "," 8,373 "," 7,544 "," 7,948 "," 6,257 "," 8,792 "
,E12000008,South East,E06000042,Milton Keynes,E06000042,Milton Keynes," 23,552 "," 10,322 "," 16,830 "," 15,528 "," 13,403 "," 11,613 "," 10,830 "," 7,025 "," 8,604 "
,E12000008,South East,E10000030,Surrey,E07000210,Mole Valley," 6,107 "," 3,305 "," 6,360 "," 6,504 "," 5,667 "," 4,977 "," 5,018 "," 4,081 "," 6,115 "
,E12000008,South East,E10000014,Hampshire,E07000091,New Forest," 14,597 "," 7,115 "," 11,810 "," 13,303 "," 12,257 "," 11,781 "," 13,195 "," 10,232 "," 15,200 "
,E12000008,South East,E10000025,Oxfordshire,E07000178,Oxford," 17,280 "," 5,558 "," 7,676 "," 7,361 "," 6,039 "," 4,855 "," 4,630 "," 3,426 "," 5,059 "
,E12000008,South East,E06000044,Portsmouth,E06000044,Portsmouth," 27,942 "," 8,638 "," 12,462 "," 12,154 "," 9,991 "," 7,995 "," 7,866 "," 5,769 "," 8,067 "
,E12000008,South East,E06000038,Reading,E06000038,Reading," 14,833 "," 5,606 "," 9,218 "," 8,493 "," 6,856 "," 5,465 "," 5,073 "," 3,845 "," 5,590 "
,E12000008,South East,E10000030,Surrey,E07000211,Reigate and Banstead," 13,776 "," 6,209 "," 9,725 "," 9,594 "," 7,939 "," 6,505 "," 6,879 "," 4,976 "," 7,590 "
,E12000008,South East,E10000011,East Sussex,E07000064,Rother," 6,426 "," 2,718 "," 5,961 "," 6,887 "," 6,741 "," 6,535 "," 8,052 "," 6,120 "," 8,565 "
,E12000008,South East,E10000030,Surrey,E07000212,Runnymede," 6,661 "," 3,580 "," 5,378 "," 5,422 "," 4,463 "," 3,648 "," 3,726 "," 2,898 "," 4,470 "
,E12000008,South East,E10000014,Hampshire,E07000092,Rushmoor," 9,738 "," 3,680 "," 6,420 "," 6,293 "," 4,798 "," 3,910 "," 4,074 "," 2,972 "," 3,702 "
,E12000008,South East,E10000016,Kent,E07000111,Sevenoaks," 8,723 "," 4,590 "," 8,116 "," 8,071 "," 6,963 "," 6,151 "," 6,704 "," 5,088 "," 7,208 "
,E12000008,South East,E06000039,Slough,E06000039,Slough," 16,813 "," 6,676 "," 7,834 "," 6,825 "," 5,912 "," 4,654 "," 3,570 "," 2,312 "," 3,628 "
,E12000008,South East,E10000025,Oxfordshire,E07000179,South Oxfordshire," 10,754 "," 5,440 "," 10,664 "," 10,332 "," 8,638 "," 7,347 "," 7,712 "," 6,249 "," 8,552 "
,E12000008,South East,E06000045,Southampton,E06000045,Southampton," 29,979 "," 8,921 "," 12,141 "," 12,343 "," 10,760 "," 9,087 "," 8,639 "," 6,427 "," 8,655 "
,E12000008,South East,E10000030,Surrey,E07000213,Spelthorne," 8,101 "," 3,650 "," 6,621 "," 6,859 "," 5,384 "," 4,379 "," 4,527 "," 3,569 "," 5,478 "
,E12000008,South East,E10000030,Surrey,E07000214,Surrey Heath," 6,943 "," 4,255 "," 6,490 "," 6,379 "," 5,265 "," 4,308 "," 4,481 "," 3,519 "," 5,132 "
,E12000008,South East,E10000016,Kent,E07000113,Swale," 13,156 "," 4,777 "," 9,600 "," 9,913 "," 8,488 "," 7,381 "," 8,102 "," 5,681 "," 6,806 "
,E12000008,South East,E10000030,Surrey,E07000215,Tandridge," 7,127 "," 3,950 "," 6,143 "," 6,119 "," 5,225 "," 4,489 "," 4,613 "," 3,597 "," 5,156 "
,E12000008,South East,E10000014,Hampshire,E07000093,Test Valley," 10,650 "," 4,386 "," 8,967 "," 9,133 "," 7,796 "," 6,606 "," 7,361 "," 5,552 "," 7,330 "
,E12000008,South East,E10000016,Kent,E07000114,Thanet," 12,717 "," 4,311 "," 8,420 "," 9,025 "," 8,326 "," 7,994 "," 8,924 "," 6,576 "," 8,383 "
,E12000008,South East,E10000016,Kent,E07000115,Tonbridge and Malling," 10,456 "," 5,592 "," 9,056 "," 8,780 "," 7,344 "," 6,056 "," 6,673 "," 5,041 "," 6,833 "
,E12000008,South East,E10000016,Kent,E07000116,Tunbridge Wells," 8,594 "," 4,364 "," 8,157 "," 7,543 "," 6,414 "," 5,240 "," 5,756 "," 4,408 "," 6,385 "
,E12000008,South East,E10000025,Oxfordshire,E07000180,Vale of White Horse," 9,812 "," 4,722 "," 9,057 "," 9,131 "," 8,000 "," 6,764 "," 7,135 "," 5,362 "," 7,667 "
,E12000008,South East,E10000030,Surrey,E07000216,Waverley," 10,259 "," 7,018 "," 9,113 "," 8,608 "," 7,446 "," 6,381 "," 6,920 "," 5,606 "," 8,562 "
,E12000008,South East,E10000011,East Sussex,E07000065,Wealden," 11,362 "," 5,296 "," 10,808 "," 11,703 "," 10,728 "," 9,835 "," 11,092 "," 8,638 "," 11,384 "
,E12000008,South East,E06000037,West Berkshire,E06000037,West Berkshire," 11,908 "," 5,366 "," 11,749 "," 11,194 "," 9,519 "," 8,207 "," 8,419 "," 6,218 "," 7,950 "
,E12000008,South East,E10000025,Oxfordshire,E07000181,West Oxfordshire," 8,947 "," 3,942 "," 7,801 "," 8,055 "," 6,913 "," 5,979 "," 6,331 "," 4,926 "," 6,900 "
,E12000008,South East,E10000014,Hampshire,E07000094,Winchester," 11,948 "," 4,938 "," 8,381 "," 8,535 "," 7,366 "," 6,323 "," 6,761 "," 5,217 "," 7,660 "
,E12000008,South East,E06000040,Windsor and Maidenhead,E06000040,Windsor and Maidenhead," 16,124 "," 9,058 "," 10,641 "," 10,019 "," 8,307 "," 6,868 "," 7,024 "," 5,397 "," 8,013 "
,E12000008,South East,E10000030,Surrey,E07000217,Woking," 8,454 "," 4,091 "," 6,558 "," 6,262 "," 5,191 "," 4,322 "," 4,313 "," 3,153 "," 4,865 "
,E12000008,South East,E06000041,Wokingham,E06000041,Wokingham," 13,686 "," 7,032 "," 11,626 "," 11,276 "," 9,391 "," 7,571 "," 7,884 "," 6,002 "," 8,380 "
,E12000008,South East,E10000032,West Sussex,E07000229,Worthing," 10,659 "," 3,915 "," 7,387 "," 7,346 "," 6,240 "," 5,517 "," 6,338 "," 4,711 "," 7,415 "
,E12000009,South West,E06000022,Bath and North East Somerset,E06000022,Bath and North East Somerset," 15,428 "," 5,316 "," 11,823 "," 11,871 "," 10,277 "," 9,125 "," 9,637 "," 7,276 "," 10,663 "
,E12000009,South West,E06000058,"Bournemouth, Christchurch and Poole",E06000058,"Bournemouth, Christchurch and Poole"," 44,721 "," 19,734 "," 24,040 "," 24,359 "," 21,713 "," 19,830 "," 21,696 "," 16,591 "," 25,243 "
,E12000009,South West,E06000023,"Bristol, City of",E06000023,"Bristol, City of"," 52,564 "," 14,345 "," 23,558 "," 22,942 "," 19,116 "," 16,263 "," 15,473 "," 11,052 "," 16,062 "
,E12000009,South West,E10000013,Gloucestershire,E07000078,Cheltenham," 10,059 "," 4,080 "," 7,307 "," 7,664 "," 6,426 "," 5,461 "," 5,677 "," 4,399 "," 6,885 "
,E12000009,South West,E06000052,Cornwall,E06000052,Cornwall," 44,086 "," 19,868 "," 36,763 "," 39,702 "," 37,760 "," 35,655 "," 38,986 "," 28,736 "," 35,793 "
,E12000009,South West,E10000013,Gloucestershire,E07000079,Cotswold," 6,086 "," 4,123 "," 6,366 "," 6,991 "," 6,262 "," 5,802 "," 6,142 "," 4,758 "," 6,420 "
,E12000009,South West,E06000059,Dorset,E06000059,Dorset," 33,641 "," 17,157 "," 24,760 "," 27,685 "," 27,207 "," 25,950 "," 29,559 "," 22,478 "," 31,370 "
,E12000009,South West,E10000008,Devon,E07000040,East Devon," 10,455 "," 4,908 "," 9,574 "," 10,178 "," 9,785 "," 9,931 "," 11,563 "," 9,190 "," 13,212 "
,E12000009,South West,E10000008,Devon,E07000041,Exeter," 13,510 "," 4,218 "," 7,150 "," 6,903 "," 5,940 "," 5,288 "," 5,511 "," 4,130 "," 6,201 "
,E12000009,South West,E10000013,Gloucestershire,E07000080,Forest of Dean," 5,880 "," 3,765 "," 5,555 "," 6,144 "," 5,505 "," 5,070 "," 5,320 "," 3,948 "," 4,866 "
,E12000009,South West,E10000013,Gloucestershire,E07000081,Gloucester," 14,390 "," 6,306 "," 8,317 "," 8,325 "," 7,087 "," 5,685 "," 5,559 "," 4,367 "," 5,818 "
,E12000009,South West,E06000053,Isles of Scilly,E06000053,Isles of Scilly, 476 , 103 , 142 , 161 , 124 , 120 , 142 , 126 , 162 
,E12000009,South West,E10000027,Somerset,E07000187,Mendip," 8,697 "," 3,769 "," 8,083 "," 8,204 "," 7,396 "," 6,859 "," 7,341 "," 5,348 "," 7,216 "
,E12000009,South West,E10000008,Devon,E07000042,Mid Devon," 6,215 "," 2,802 "," 5,712 "," 5,981 "," 5,294 "," 4,999 "," 5,280 "," 3,954 "," 5,156 "
,E12000009,South West,E10000008,Devon,E07000043,North Devon," 7,088 "," 3,007 "," 6,680 "," 7,287 "," 6,816 "," 6,102 "," 6,752 "," 5,217 "," 6,817 "
,E12000009,South West,E06000024,North Somerset,E06000024,North Somerset," 19,008 "," 10,348 "," 14,403 "," 14,849 "," 12,853 "," 12,141 "," 13,593 "," 10,594 "," 14,447 "
,E12000009,South West,E06000026,Plymouth,E06000026,Plymouth," 28,235 "," 11,310 "," 16,102 "," 16,192 "," 14,128 "," 12,305 "," 12,746 "," 9,568 "," 12,864 "
,E12000009,South West,E10000027,Somerset,E07000188,Sedgemoor," 9,362 "," 3,389 "," 8,503 "," 8,983 "," 7,850 "," 7,326 "," 8,043 "," 5,930 "," 7,762 "
,E12000009,South West,E10000027,Somerset,E07000246,Somerset West and Taunton," 15,345 "," 4,836 "," 10,153 "," 10,864 "," 10,203 "," 9,717 "," 10,315 "," 8,010 "," 11,245 "
,E12000009,South West,E06000025,South Gloucestershire,E06000025,South Gloucestershire," 27,208 "," 10,190 "," 19,082 "," 18,910 "," 15,394 "," 13,150 "," 13,820 "," 11,191 "," 15,110 "
,E12000009,South West,E10000008,Devon,E07000044,South Hams," 5,785 "," 3,215 "," 5,869 "," 6,728 "," 6,580 "," 6,149 "," 6,706 "," 4,909 "," 6,294 "
,E12000009,South West,E10000027,Somerset,E07000189,South Somerset," 14,227 "," 5,800 "," 11,277 "," 12,018 "," 11,088 "," 10,591 "," 11,806 "," 8,801 "," 11,530 "
,E12000009,South West,E10000013,Gloucestershire,E07000082,Stroud," 8,932 "," 6,790 "," 8,786 "," 8,847 "," 8,112 "," 7,143 "," 7,560 "," 5,477 "," 7,359 "
,E12000009,South West,E06000030,Swindon,E06000030,Swindon," 18,544 "," 10,197 "," 15,244 "," 14,797 "," 12,406 "," 10,116 "," 9,528 "," 6,817 "," 9,477 "
,E12000009,South West,E10000008,Devon,E07000045,Teignbridge," 10,674 "," 4,757 "," 9,177 "," 10,210 "," 9,380 "," 9,011 "," 9,638 "," 7,358 "," 9,599 "
,E12000009,South West,E10000013,Gloucestershire,E07000083,Tewkesbury," 8,713 "," 4,044 "," 6,335 "," 6,710 "," 5,781 "," 5,359 "," 5,586 "," 4,289 "," 5,720 "
,E12000009,South West,E06000027,Torbay,E06000027,Torbay," 12,642 "," 6,204 "," 9,112 "," 9,860 "," 9,125 "," 8,654 "," 9,495 "," 7,260 "," 9,986 "
,E12000009,South West,E10000008,Devon,E07000046,Torridge," 4,860 "," 2,040 "," 4,647 "," 5,123 "," 5,148 "," 4,854 "," 5,307 "," 3,882 "," 4,734 "
,E12000009,South West,E10000008,Devon,E07000047,West Devon," 3,808 "," 1,821 "," 3,839 "," 4,480 "," 4,183 "," 3,961 "," 4,305 "," 3,264 "," 4,181 "
,E12000009,South West,E06000054,Wiltshire,E06000054,Wiltshire," 38,118 "," 14,738 "," 34,741 "," 35,922 "," 31,389 "," 27,748 "," 29,257 "," 22,038 "," 29,793 "
,E12000005,West Midlands,E08000025,Birmingham,E08000025,Birmingham," 115,165 "," 42,574 "," 55,519 "," 52,437 "," 46,118 "," 38,603 "," 35,170 "," 26,496 "," 39,107 "
,E12000005,West Midlands,E10000034,Worcestershire,E07000234,Bromsgrove," 10,014 "," 5,177 "," 6,981 "," 6,960 "," 6,019 "," 5,525 "," 5,665 "," 4,557 "," 6,372 "
,E12000005,West Midlands,E10000028,Staffordshire,E07000192,Cannock Chase," 10,701 "," 5,391 "," 7,239 "," 7,083 "," 5,855 "," 5,130 "," 5,215 "," 3,946 "," 4,726 "
,E12000005,West Midlands,E08000026,Coventry,E08000026,Coventry," 37,022 "," 14,545 "," 18,632 "," 17,579 "," 15,320 "," 12,746 "," 12,206 "," 9,717 "," 13,734 "
,E12000005,West Midlands,E08000027,Dudley,E08000027,Dudley," 31,541 "," 13,308 "," 21,036 "," 20,365 "," 17,355 "," 15,981 "," 16,484 "," 13,473 "," 17,765 "
,E12000005,West Midlands,E10000028,Staffordshire,E07000193,East Staffordshire," 11,005 "," 6,092 "," 8,032 "," 7,980 "," 7,163 "," 5,921 "," 6,044 "," 4,604 "," 5,900 "
,E12000005,West Midlands,E06000019,"Herefordshire, County of",E06000019,"Herefordshire, County of"," 14,385 "," 4,964 "," 12,224 "," 13,442 "," 12,724 "," 11,815 "," 12,427 "," 9,376 "," 12,761 "
,E12000005,West Midlands,E10000028,Staffordshire,E07000194,Lichfield," 9,191 "," 4,860 "," 7,506 "," 7,392 "," 6,318 "," 5,922 "," 6,740 "," 5,669 "," 6,391 "
,E12000005,West Midlands,E10000034,Worcestershire,E07000235,Malvern Hills," 6,264 "," 3,130 "," 5,485 "," 6,089 "," 5,721 "," 5,250 "," 5,837 "," 4,403 "," 6,113 "
,E12000005,West Midlands,E10000028,Staffordshire,E07000195,Newcastle-under-Lyme," 12,881 "," 5,493 "," 8,311 "," 8,247 "," 7,609 "," 6,635 "," 7,150 "," 5,254 "," 7,131 "
,E12000005,West Midlands,E10000031,Warwickshire,E07000218,North Warwickshire," 5,963 "," 3,239 "," 4,767 "," 4,736 "," 4,239 "," 3,659 "," 3,877 "," 2,913 "," 3,523 "
,E12000005,West Midlands,E10000031,Warwickshire,E07000219,Nuneaton and Bedworth," 12,704 "," 5,598 "," 8,541 "," 8,387 "," 7,261 "," 6,537 "," 6,766 "," 5,164 "," 6,187 "
,E12000005,West Midlands,E10000034,Worcestershire,E07000236,Redditch," 9,543 "," 4,005 "," 5,203 "," 5,080 "," 4,744 "," 4,619 "," 4,575 "," 3,077 "," 3,384 "
,E12000005,West Midlands,E10000031,Warwickshire,E07000220,Rugby," 8,385 "," 4,404 "," 7,203 "," 7,065 "," 5,857 "," 4,910 "," 5,252 "," 4,380 "," 5,594 "
,E12000005,West Midlands,E08000028,Sandwell,E08000028,Sandwell," 33,359 "," 12,738 "," 19,388 "," 18,121 "," 15,433 "," 12,904 "," 11,989 "," 9,235 "," 12,598 "
,E12000005,West Midlands,E06000051,Shropshire,E06000051,Shropshire," 25,654 "," 12,072 "," 21,760 "," 23,304 "," 21,205 "," 19,664 "," 20,737 "," 16,291 "," 21,075 "
,E12000005,West Midlands,E08000029,Solihull,E08000029,Solihull," 21,318 "," 10,509 "," 14,330 "," 14,414 "," 12,423 "," 10,535 "," 11,726 "," 9,218 "," 12,785 "
,E12000005,West Midlands,E10000028,Staffordshire,E07000196,South Staffordshire," 11,037 "," 5,456 "," 7,861 "," 8,287 "," 7,592 "," 6,668 "," 7,169 "," 5,888 "," 7,392 "
,E12000005,West Midlands,E10000028,Staffordshire,E07000197,Stafford," 14,564 "," 7,096 "," 9,499 "," 9,295 "," 8,479 "," 7,632 "," 8,143 "," 6,540 "," 8,220 "
,E12000005,West Midlands,E10000028,Staffordshire,E07000198,Staffordshire Moorlands," 7,905 "," 4,329 "," 7,202 "," 7,141 "," 6,505 "," 6,109 "," 6,844 "," 5,149 "," 6,360 "
,E12000005,West Midlands,E06000021,Stoke-on-Trent,E06000021,Stoke-on-Trent," 27,230 "," 10,883 "," 15,225 "," 15,110 "," 13,591 "," 11,783 "," 11,590 "," 8,568 "," 11,038 "
,E12000005,West Midlands,E10000031,Warwickshire,E07000221,Stratford-on-Avon," 9,175 "," 5,996 "," 9,687 "," 10,068 "," 9,007 "," 8,050 "," 8,783 "," 7,117 "," 9,232 "
,E12000005,West Midlands,E10000028,Staffordshire,E07000199,Tamworth," 7,111 "," 2,817 "," 5,353 "," 4,838 "," 4,411 "," 4,186 "," 4,122 "," 2,950 "," 3,279 "
,E12000005,West Midlands,E06000020,Telford and Wrekin,E06000020,Telford and Wrekin," 18,447 "," 7,466 "," 12,112 "," 11,596 "," 9,818 "," 8,807 "," 8,782 "," 6,395 "," 7,575 "
,E12000005,West Midlands,E08000030,Walsall,E08000030,Walsall," 30,429 "," 11,233 "," 17,123 "," 16,547 "," 14,442 "," 12,288 "," 12,085 "," 9,625 "," 13,801 "
,E12000005,West Midlands,E10000031,Warwickshire,E07000222,Warwick," 12,628 "," 7,563 "," 9,308 "," 8,967 "," 7,623 "," 6,799 "," 7,066 "," 5,613 "," 7,773 "
